Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on
List of tsunamis,CHILE-SOUTHERN CHILE: 24/05/1960 NA:NA:NA,Earthquake mag: 6.7; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1960-05-24,1960-05-24,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-SOLOMON SEA: 11/06/1960 15:14:09,Earthquake mag: 6.6; Max water height (m): NA; Magnitude (Iida): -0.5Deaths: NA,1960-06-11,1960-06-11,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-SANRIKU: 29/07/1960 17:31:45,Earthquake mag: 6.7; Max water height (m): 0.3; Magnitude (Iida): -1Deaths: NA,1960-07-29,1960-07-29,5,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-SOUTHERN CHILE: 01/11/1960 08:45:59,Earthquake mag: 7.4; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1960-11-01,1960-11-01,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PERU-N. PERU: 20/11/1960 22:01:56.4,Earthquake mag: 6.8; Max water height (m): 9; Magnitude (Iida): 3.2Deaths: 66,1960-11-20,1960-11-20,19,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"JAPAN-KASHIMA, JAPAN: 16/01/1961 07:20:00",Earthquake mag: 6.8; Max water height (m): 0.4; Magnitude (Iida): -1.3Deaths: NA,1961-01-16,1961-01-16,5,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"JAPAN-KASHIMA, JAPAN: 16/01/1961 11:19:00",Earthquake mag: 6.4; Max water height (m): 0.4; Magnitude (Iida): -1.3Deaths: NA,1961-01-16,1961-01-16,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"JAPAN-KASHIMA, JAPAN: 16/01/1961 12:12:00",Earthquake mag: 6.5; Max water height (m): 0.4; Magnitude (Iida): -1.3Deaths: NA,1961-01-16,1961-01-16,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 12/02/1961 21:53:00,Earthquake mag: 6.6; Max water height (m): 1; Magnitude (Iida): NADeaths: NA,1961-02-12,1961-02-12,5,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-SEIKAIDO: 26/02/1961 18:10:48.7,Earthquake mag: 7.6; Max water height (m): 0.65; Magnitude (Iida): NADeaths: NA,1961-02-26,1961-02-26,34,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"SOLOMON ISLANDS-HONIARA, GUADALCANAL: 18/03/1961 NA:NA:NA",Earthquake mag: NA; Max water height (m): 3.6; Magnitude (Iida): NADeaths: NA,1961-03-18,1961-03-18,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,TURKEY-ASIA MINOR: 23/05/1961 02:45:19,Earthquake mag: 6.4; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1961-05-23,1961-05-23,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,ITALY-AEGEAN SEA: 06/06/1961 NA:NA:NA,Earthquake mag: NA; Max water height (m): 0.9; Magnitude (Iida): -0.1Deaths: NA,1961-06-06,1961-06-06,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,COLOMBIA-NORTHEASTERN: 16/06/1961 10:31:57.3,Earthquake mag: 6.5; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1961-06-16,1961-06-16,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-RYUKYU ISLANDS: 18/07/1961 14:04:00,Earthquake mag: 6.6; Max water height (m): 0.2; Magnitude (Iida): -2.3Deaths: NA,1961-07-18,1961-07-18,6,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,VANUATU-VANUATU ISLANDS: 23/07/1961 21:51:10.5,Earthquake mag: 7.3; Max water height (m): 0.9; Magnitude (Iida): NADeaths: NA,1961-07-23,1961-07-23,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SOLOMON ISLANDS-SOLOMON SEA: 01/08/1961 05:39:54.4,Earthquake mag: 6.4; Max water height (m): 0.9; Magnitude (Iida): NADeaths: NA,1961-08-01,1961-08-01,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-SE. HOKKAIDO ISLAND: 11/08/1961 15:51:00,Earthquake mag: 7; Max water height (m): 0.1; Magnitude (Iida): -3.3Deaths: NA,1961-08-11,1961-08-11,9,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-CENTRAL CHILE: 18/10/1961 16:51:57,Earthquake mag: 6.5; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1961-10-18,1961-10-18,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-CENTRAL CHILE: 18/10/1961 16:51:57,Earthquake mag: 6.5; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1961-10-18,1961-10-18,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-SE. HOKKAIDO ISLAND: 15/11/1961 07:17:00,Earthquake mag: 6.9; Max water height (m): 0.1; Magnitude (Iida): -3.3Deaths: NA,1961-11-15,1961-11-15,9,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CROATIA-DALMATIAN COASTS: 11/01/1962 05:05:NA,Earthquake mag: 6.1; Max water height (m): 0.04; Magnitude (Iida): NADeaths: NA,1962-01-11,1962-01-11,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PANAMA-COSTA RICA-PANAMA: 12/03/1962 11:40:16.7,Earthquake mag: 6.8; Max water height (m): 0.1; Magnitude (Iida): -3.3Deaths: NA,1962-03-12,1962-03-12,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-SANRIKU: 12/04/1962 00:52:43,Earthquake mag: 7.2; Max water height (m): 1; Magnitude (Iida): NADeaths: NA,1962-04-12,1962-04-12,12,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-SE. HOKKAIDO ISLAND: 23/04/1962 05:58:00,Earthquake mag: 7; Max water height (m): 0.1; Magnitude (Iida): -3.3Deaths: NA,1962-04-23,1962-04-23,10,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,MEXICO-S. MEXICO: 11/05/1962 14:11:54.1,Earthquake mag: 7; Max water height (m): 0.81; Magnitude (Iida): -0.3Deaths: NA,1962-05-11,1962-05-11,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,MEXICO-S. MEXICO: 19/05/1962 14:58:15,Earthquake mag: 7.2; Max water height (m): 0.34; Magnitude (Iida): NADeaths: NA,1962-05-19,1962-05-19,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-OFF COAST OF HONSHU ISLAND: 21/05/1962 12:21:NA,Earthquake mag: 5.7; Max water height (m): 0.1; Magnitude (Iida): NADeaths: NA,1962-05-21,1962-05-21,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GREECE-NORTH AEGEAN SEA: 28/05/1962 22:57:47,Earthquake mag: 4.5; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1962-05-28,1962-05-28,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-FOX ISLANDS, ALEUTIAN ISLANDS, AK: 21/12/1962 08:42:43",Earthquake mag: 6.5; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1962-12-21,1962-12-21,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GREECE-CORINTH GULF: 07/02/1963 19:28:NA,Earthquake mag: NA; Max water height (m): 6; Magnitude (Iida): NADeaths: 2,1963-02-07,1963-02-07,9,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,TAIWAN-E. TAIWAN-RYUKYU ISLANDS: 13/02/1963 08:50:4.5,Earthquake mag: 7.3; Max water height (m): 0.2; Magnitude (Iida): -2.3Deaths: NA,1963-02-13,1963-02-13,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"CANADA-GRAHAM ISLAND, BRITISH COLUMBIA: 28/03/1963 10:NA:NA",Earthquake mag: NA; Max water height (m): 5.5; Magnitude (Iida): NADeaths: 1,1963-03-28,1963-03-28,7,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-LESSER SUNDA: BALI: AGUNG VOLCANO: 30/03/1963 NA:NA:NA,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1963-03-30,1963-03-30,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,TURKEY-MARMARA SEA: 18/09/1963 16:58:14.8,Earthquake mag: 6.2; Max water height (m): 1; Magnitude (Iida): NADeaths: NA,1963-09-18,1963-09-18,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PERU-CENTRAL PERU: 24/09/1963 16:30:16,Earthquake mag: 7; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1963-09-24,1963-09-24,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"ITALY-VAJONT DAM, VAJONT RIVER: 09/10/1963 21:39:NA",Earthquake mag: NA; Max water height (m): 235; Magnitude (Iida): NADeaths: 2000,1963-10-09,1963-10-09,6,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 12/10/1963 11:27:0.2,Earthquake mag: 7.1; Max water height (m): 0.12; Magnitude (Iida): -3.3Deaths: NA,1963-10-12,1963-10-12,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 13/10/1963 05:17:53.4,Earthquake mag: 8.5; Max water height (m): 4.5; Magnitude (Iida): 2.3Deaths: NA,1963-10-13,1963-10-13,90,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 20/10/1963 00:53:10.9,Earthquake mag: 7.9; Max water height (m): 15; Magnitude (Iida): 3.9Deaths: NA,1963-10-20,1963-10-20,22,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-JAVA: 16/12/1963 01:51:31,Earthquake mag: 6.6; Max water height (m): NA; Magnitude (Iida): -0.5Deaths: NA,1963-12-16,1963-12-16,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,TONGA-TONGA TRENCH: 18/12/1963 00:30:00,Earthquake mag: 7.2; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1963-12-18,1963-12-18,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-GULF OF ALASKA, AK: 20/03/1964 16:NA:NA",Earthquake mag: NA; Max water height (m): 0.08; Magnitude (Iida): NADeaths: NA,1964-03-20,1964-03-20,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-PRINCE WILLIAM SOUND, AK: 28/03/1964 03:36:14",Earthquake mag: 9.2; Max water height (m): 51.8; Magnitude (Iida): 6.1Deaths: 124,1964-03-28,1964-03-28,426,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-OFF NORTHWEST COAST OF INDONESIA: 02/04/1964 01:11:51,Earthquake mag: 7; Max water height (m): NA; Magnitude (Iida): -0.5Deaths: NA,1964-04-02,1964-04-02,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-NW. HONSHU ISLAND: 07/05/1964 07:58:00,Earthquake mag: 6.9; Max water height (m): 0.6; Magnitude (Iida): -0.1Deaths: NA,1964-05-07,1964-05-07,35,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-NW. HONSHU ISLAND: 07/05/1964 20:13:NA,Earthquake mag: 6.6; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1964-05-07,1964-05-07,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-LONG ISLAND, NY: 19/05/1964 00:00:00",Earthquake mag: NA; Max water height (m): 0.28; Magnitude (Iida): NADeaths: NA,1964-05-19,1964-05-19,11,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-NW. HONSHU ISLAND: 16/06/1964 04:01:44.3,Earthquake mag: 7.5; Max water height (m): 5.8; Magnitude (Iida): 2.7Deaths: 26,1964-06-16,1964-06-16,168,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 24/07/1964 08:12:39,Earthquake mag: 6.8; Max water height (m): 0.08; Magnitude (Iida): -3.3Deaths: NA,1964-07-24,1964-07-24,5,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-NEW BRITAIN: 17/11/1964 08:15:39.3,Earthquake mag: 7.6; Max water height (m): 0.05; Magnitude (Iida): NADeaths: NA,1964-11-17,1964-11-17,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-NW. HONSHU ISLAND: 10/12/1964 15:11:7.6,Earthquake mag: 6.3; Max water height (m): 0.1; Magnitude (Iida): -3.3Deaths: NA,1964-12-10,1964-12-10,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-SANANA ISLAND: 24/01/1965 00:11:12.1,Earthquake mag: 7.6; Max water height (m): NA; Magnitude (Iida): 2Deaths: 71,1965-01-24,1965-01-24,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-COLUMBIA RIVER VALLEY, WA: 30/01/1965 09:20:NA",Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: 1,1965-01-30,1965-01-30,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-RAT ISLANDS, ALEUTIAN ISLANDS, AK: 04/02/1965 05:01:21.6",Earthquake mag: 8.7; Max water height (m): 10.7; Magnitude (Iida): 3.3Deaths: NA,1965-02-04,1965-02-04,83,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-SOUTHERN CHILE: 19/02/1965 NA:NA:NA,Earthquake mag: NA; Max water height (m): 60; Magnitude (Iida): NADeaths: 27,1965-02-19,1965-02-19,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-NORTHERN CHILE: 23/02/1965 22:11:46,Earthquake mag: 7; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1965-02-23,1965-02-23,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GREECE-AEGEAN SEA: 09/03/1965 17:57:53.7,Earthquake mag: 6.3; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1965-03-09,1965-03-09,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-CENTRAL CHILE: 22/03/1965 22:56:28,Earthquake mag: 6; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1965-03-22,1965-03-22,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-RAT ISLANDS, ALEUTIAN ISLANDS, AK: 30/03/1965 02:27:3.4",Earthquake mag: 7.6; Max water height (m): 0.1; Magnitude (Iida): -2.3Deaths: NA,1965-03-30,1965-03-30,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-AICHI PREFECTURE: 19/04/1965 23:42:NA,Earthquake mag: 6; Max water height (m): 0.1; Magnitude (Iida): NADeaths: NA,1965-04-19,1965-04-19,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 11/06/1965 03:34:02,Earthquake mag: 7.2; Max water height (m): 0.1; Magnitude (Iida): -3.3Deaths: NA,1965-06-11,1965-06-11,6,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-FOX ISLANDS, ALEUTIAN ISLANDS, AK: 02/07/1965 20:58:38.1",Earthquake mag: 6.5; Max water height (m): 0.08; Magnitude (Iida): -3.3Deaths: NA,1965-07-02,1965-07-02,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GREECE-NORTH CORINTH GULF: 06/07/1965 03:18:45.8,Earthquake mag: 6.1; Max water height (m): 3; Magnitude (Iida): 4.3Deaths: 1,1965-07-06,1965-07-06,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,VANUATU-VANUATU ISLANDS: 11/08/1965 22:31:45.9,Earthquake mag: 7; Max water height (m): 7; Magnitude (Iida): 2.8Deaths: NA,1965-08-11,1965-08-11,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,VANUATU-VANUATU ISLANDS: 13/08/1965 12:40:32,Earthquake mag: 7.3; Max water height (m): 2; Magnitude (Iida): 1Deaths: NA,1965-08-13,1965-08-13,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,MEXICO-MEXICO: 23/08/1965 19:46:2.9,Earthquake mag: 7.8; Max water height (m): 0.4; Magnitude (Iida): -1.3Deaths: NA,1965-08-23,1965-08-23,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"PHILIPPINES-TAAL, LUZON ISLAND: 28/09/1965 NA:NA:NA",Earthquake mag: NA; Max water height (m): 4.7; Magnitude (Iida): NADeaths: 355,1965-09-28,1965-09-28,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-SOUTHERN CHILE: 03/10/1965 16:14:56,Earthquake mag: 6.5; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1965-10-03,1965-10-03,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GRENADA-KICK 'EM JENNY VOLCANO: 24/10/1965 NA:NA:NA,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1965-10-24,1965-10-24,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,TAIWAN-E. TAIWAN-RYUKYU ISLANDS: 12/03/1966 16:31:21.8,Earthquake mag: 7.6; Max water height (m): 0.1; Magnitude (Iida): -3.3Deaths: NA,1966-03-12,1966-03-12,5,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NORWAY-EASTERN NORWAY: 08/05/1966 NA:NA:NA,Earthquake mag: NA; Max water height (m): 6; Magnitude (Iida): NADeaths: NA,1966-05-08,1966-05-08,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SOLOMON ISLANDS-SOLOMON ISLANDS: 15/06/1966 00:59:42.7,Earthquake mag: 7.1; Max water height (m): 0.2; Magnitude (Iida): 0.5Deaths: NA,1966-06-15,1966-06-15,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-BLACK SEA: 12/07/1966 18:53:NA,Earthquake mag: 5.5; Max water height (m): 0.2; Magnitude (Iida): NADeaths: NA,1966-07-12,1966-07-12,7,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PERU-CENTRAL PERU: 17/10/1966 21:41:56,Earthquake mag: 8.1; Max water height (m): 3; Magnitude (Iida): -1Deaths: NA,1966-10-17,1966-10-17,60,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"SOLOMON ISLANDS-MOHAWK BAY, SANTA CRUZ ISLANDS: 28/11/1966 NA:NA:NA",Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1966-11-28,1966-11-28,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-NORTHERN CHILE: 28/12/1966 08:18:7.4,Earthquake mag: 7.8; Max water height (m): 0.42; Magnitude (Iida): NADeaths: NA,1966-12-28,1966-12-28,13,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SOLOMON ISLANDS-SANTA CRUZ ISLANDS: 31/12/1966 18:23:11.1,Earthquake mag: 7.8; Max water height (m): 2; Magnitude (Iida): NADeaths: NA,1966-12-31,1966-12-31,7,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SOLOMON ISLANDS-SANTA CRUZ ISLANDS: 31/12/1966 22:15:16.6,Earthquake mag: 7.2; Max water height (m): 0.8; Magnitude (Iida): NADeaths: NA,1966-12-31,1966-12-31,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"SOLOMON ISLANDS-TINAKULA, SANTA CRUZ ISLANDS: NA/NA/1966 NA:NA:NA",Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,,,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 19/03/1967 04:01:38.5,Earthquake mag: 7; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1967-03-19,1967-03-19,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-MAKASSAR STRAIT: 11/04/1967 05:09:12.1,Earthquake mag: 5.5; Max water height (m): NA; Magnitude (Iida): 1.6Deaths: 13,1967-04-11,1967-04-11,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-NORTHEAST SUMATRA: 12/04/1967 04:51:50.2,Earthquake mag: 6.1; Max water height (m): NA; Magnitude (Iida): 1Deaths: NA,1967-04-12,1967-04-12,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,VENEZUELA-CARACAS: 30/07/1967 00:00:04,Earthquake mag: 6.6; Max water height (m): 0.08; Magnitude (Iida): NADeaths: NA,1967-07-30,1967-07-30,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-BISMARCK SEA: 13/08/1967 22:15:10,Earthquake mag: 6.4; Max water height (m): 0.1; Magnitude (Iida): -3.3Deaths: NA,1967-08-13,1967-08-13,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PERU-CENTRAL PERU: 03/09/1967 NA:NA:NA,Earthquake mag: 7; Max water height (m): 2; Magnitude (Iida): 1Deaths: NA,1967-09-03,1967-09-03,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-GREWINGK, AK: NA/10/1967 NA:NA:NA",Earthquake mag: NA; Max water height (m): 60; Magnitude (Iida): NADeaths: NA,,,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-NORTHERN CHILE: 15/11/1967 21:31:54,Earthquake mag: 5.9; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1967-11-15,1967-11-15,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"ANTARCTICA-TELEPHONE BAY, DECEPCION ISLAND: 04/12/1967 NA:NA:NA",Earthquake mag: NA; Max water height (m): 1; Magnitude (Iida): NADeaths: NA,1967-12-04,1967-12-04,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,USA TERRITORY-NORTHERN COAST OF PUERTO RICO: 04/12/1967 NA:NA:NA,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1967-12-04,1967-12-04,6,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-NORTHERN CHILE: 21/12/1967 02:25:23,Earthquake mag: 7.5; Max water height (m): NA; Magnitude (Iida): -0.5Deaths: NA,1967-12-21,1967-12-21,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 29/01/1968 10:19:7.2,Earthquake mag: 7.3; Max water height (m): 0.18; Magnitude (Iida): -1.7Deaths: NA,1968-01-29,1968-01-29,17,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"GREECE-LEMNOS ISLAND, NORTH AEGEAN SEA: 19/02/1968 22:45:45.7",Earthquake mag: 7.2; Max water height (m): 1.2; Magnitude (Iida): 0.3Deaths: NA,1968-02-19,1968-02-19,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-SEIKAIDO: 01/04/1968 00:42:4.2,Earthquake mag: 7.5; Max water height (m): 3.07; Magnitude (Iida): 1.3Deaths: NA,1968-04-01,1968-04-01,62,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,ITALY-LIGURIA-COTE D'AZUR: 18/04/1968 19:38:15,Earthquake mag: 4.6; Max water height (m): 3; Magnitude (Iida): NADeaths: NA,1968-04-18,1968-04-18,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-EASTER ISLAND REGION: 04/05/1968 NA:NA:NA,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1968-05-04,1968-05-04,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-OFF EAST COAST OF HONSHU ISLAND: 16/05/1968 00:48:55.4,Earthquake mag: 8.2; Max water height (m): 6; Magnitude (Iida): 2.3Deaths: 52,1968-05-16,1968-05-16,329,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-OFF COAST OF HONSHU ISLAND: 16/05/1968 10:39:1.6,Earthquake mag: 7.5; Max water height (m): 0.58; Magnitude (Iida): NADeaths: NA,1968-05-16,1968-05-16,8,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-SANRIKU: 12/06/1968 13:41:50.7,Earthquake mag: 7.2; Max water height (m): 0.95; Magnitude (Iida): 1.6Deaths: NA,1968-06-12,1968-06-12,28,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NEW ZEALAND-KERMADEC ISLANDS: 25/07/1968 07:23:7.8,Earthquake mag: 7.3; Max water height (m): 0.05; Magnitude (Iida): NADeaths: NA,1968-07-25,1968-07-25,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PHILIPPINES-E. LUZON ISLAND: 01/08/1968 20:19:21.9,Earthquake mag: 7.3; Max water height (m): 0.16; Magnitude (Iida): -1.7Deaths: 1,1968-08-01,1968-08-01,40,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,MEXICO-ACAPULCO: 02/08/1968 14:06:43.7,Earthquake mag: 7.3; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1968-08-02,1968-08-02,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-SEIKAIDO-NANKAIDO: 05/08/1968 07:17:00,Earthquake mag: 6.5; Max water height (m): 0.03; Magnitude (Iida): NADeaths: NA,1968-08-05,1968-08-05,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-N. MOLUCCAS ISLANDS: 10/08/1968 02:07:4.3,Earthquake mag: 7.6; Max water height (m): 0.4; Magnitude (Iida): -1.3Deaths: NA,1968-08-10,1968-08-10,22,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-BANDA SEA: 14/08/1968 22:14:19.4,Earthquake mag: 7.8; Max water height (m): 10; Magnitude (Iida): 3.3Deaths: 200,1968-08-14,1968-08-14,7,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,TURKEY-BLACK SEA: 03/09/1968 08:19:52.2,Earthquake mag: 6.6; Max water height (m): 3; Magnitude (Iida): NADeaths: NA,1968-09-03,1968-09-03,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,VENEZUELA-CARUPANO: 20/09/1968 06:00:05,Earthquake mag: 6.5; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1968-09-20,1968-09-20,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,MEXICO-S. MEXICO-GUATEMALA-NICARAGUA: 25/09/1968 10:38:39.5,Earthquake mag: 6.1; Max water height (m): 2; Magnitude (Iida): NADeaths: NA,1968-09-25,1968-09-25,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-MAKASSAR STRAIT: 23/02/1969 00:36:58.9,Earthquake mag: 7; Max water height (m): 4; Magnitude (Iida): 2Deaths: 600,1969-02-23,1969-02-23,5,DOI:10.7289/V5PN93H7,2023-02-02
